Date,Open,High,Low,Close,Adj Close,Volume,feature1,feature2,feature3,feature4,feature5
4/24/2023,106.050003,107.32,105.360001,106.779999,106.779999,21410900,0.0,0.0,0.0,0.0,0.0
4/25/2023,106.610001,107.440002,104.559998,104.610001,104.610001,31408100,0.0,0.0,0.0,0.0,0.0
4/26/2023,105.559998,107.019997,103.269997,104.449997,104.449997,37068200,0.0,0.0,0.0,0.0,0.0
4/27/2023,105.230003,109.150002,104.419998,108.370003,108.370003,38235200,0.0,0.0,0.0,0.0,0.0
4/28/2023,107.800003,108.290001,106.040001,108.220001,108.220001,23957900,0.0,0.0,0.0,0.0,0.0
5/1/2023,107.720001,108.68,107.5,107.709999,107.709999,20926300,0.0,0.0,0.0,0.0,0.0
5/2/2023,107.660004,107.730003,104.5,105.980003,105.980003,20343100,0.0,0.0,0.0,0.0,0.0
5/3/2023,106.220001,108.129997,105.620003,106.120003,106.120003,17116300,0.0,0.0,0.0,0.0,0.0
5/4/2023,106.160004,106.300003,104.699997,105.209999,105.209999,19780600,0.0,0.0,0.0,0.0,0.0
5/5/2023,105.32,106.440002,104.738998,106.214996,106.214996,20705300,0.0,0.0,0.0,0.0,0.0
5/8/2023,105.794998,108.419998,105.790001,108.239998,108.239998,17266000,0.0,0.0,0.0,0.0,0.0
5/9/2023,108.779999,110.595001,107.724998,107.940002,107.940002,24782400,0.0,0.0,0.0,0.0,0.0
5/10/2023,108.550003,113.510002,108.480003,112.279999,112.279999,47533500,0.0,0.0,0.0,0.0,0.0
5/11/2023,115.860001,118.440002,114.93,116.900002,116.900002,57115100,0.0,0.0,0.0,0.0,0.0
5/12/2023,117.0,118.260002,116.550003,117.919998,117.919998,31272500,0.0,0.0,0.0,0.0,0.0
5/15/2023,116.489998,118.794998,116.480003,116.959999,116.959999,22107900,0.0,0.0,0.0,0.0,0.0
5/16/2023,116.830002,121.199997,116.830002,120.089996,120.089996,32370100,0.0,0.0,0.0,0.0,0.0
5/17/2023,120.18,122.279999,119.459999,121.480003,121.480003,26659600,0.0,0.0,0.0,0.0,0.0
5/18/2023,121.559998,123.900002,121.489998,123.519997,123.519997,27014500,0.0,0.0,0.0,0.0,0.0
5/19/2023,124.199997,126.478996,122.720001,123.25,123.25,30251300,0.0,0.0,0.0,0.0,0.0
5/22/2023,123.510002,127.050003,123.449997,125.870003,125.870003,29760200,0.0,0.0,0.0,0.0,0.0
5/23/2023,124.93,125.419998,123.050003,123.290001,123.290001,24477900,0.0,0.0,0.0,0.0,0.0
5/24/2023,121.879997,122.75,120.75,121.639999,121.639999,23087900,0.0,0.0,0.0,0.0,0.0
5/25/2023,125.209999,125.980003,122.900002,124.349998,124.349998,33812700,0.0,0.0,0.0,0.0,0.0
5/26/2023,124.065002,126.0,123.290001,125.43,125.43,25154700,0.0,0.0,0.0,0.0,0.0
5/30/2023,126.290001,126.379997,122.889999,124.639999,124.639999,27230700,0.0,0.0,0.0,0.0,0.0
5/31/2023,123.699997,124.900002,123.099998,123.370003,123.370003,41548800,0.0,0.0,0.0,0.0,0.0
6/1/2023,123.5,125.040001,123.300003,124.370003,124.370003,25017700,0.0,0.0,0.0,0.0,0.0
6/2/2023,124.489998,126.745003,124.349998,125.230003,125.230003,19362400,0.0,0.0,0.0,0.0,0.0
6/5/2023,124.610001,127.989998,124.379997,126.629997,126.629997,22672500,0.0,0.0,0.0,0.0,0.0
6/6/2023,126.599998,128.880005,125.970001,127.910004,127.910004,19450100,0.0,0.0,0.0,0.0,0.0
6/7/2023,127.574997,129.550003,122.629997,122.940002,122.940002,34179300,0.0,0.0,0.0,0.0,0.0
6/8/2023,122.584999,123.730003,122.010002,122.669998,122.669998,24815000,0.0,0.0,0.0,0.0,0.0
6/9/2023,122.559998,124.285004,122.419998,122.870003,122.870003,20304500,0.0,0.0,0.0,0.0,0.0
6/12/2023,123.394997,124.75,122.349998,124.349998,124.349998,22255700,0.0,0.0,0.0,0.0,0.0
6/13/2023,125.650002,125.860001,123.845001,124.43,124.43,19287700,0.0,0.0,0.0,0.0,0.0
6/14/2023,123.800003,124.790001,122.160004,124.379997,124.379997,24659600,0.0,0.0,0.0,0.0,0.0
6/15/2023,123.879997,126.160004,123.139999,125.790001,125.790001,24517100,0.0,0.0,0.0,0.0,0.0
6/16/2023,126.699997,126.699997,123.790001,124.059998,124.059998,56686800,0.0,0.0,0.0,0.0,0.0
6/20/2023,123.535004,125.175003,122.830002,123.849998,123.849998,22698000,0.0,0.0,0.0,0.0,0.0
6/21/2023,123.235001,123.410004,120.860001,121.260002,121.260002,22612000,0.0,0.0,0.0,0.0,0.0
6/22/2023,120.660004,123.934998,119.599998,123.870003,123.870003,20781900,0.0,0.0,0.0,0.0,0.0
6/23/2023,122.040001,123.440002,121.860001,123.019997,123.019997,29542900,0.0,0.0,0.0,0.0,0.0
6/26/2023,121.466003,122.720001,118.989998,119.089996,119.089996,23185000,0.0,0.0,0.0,0.0,0.0
6/27/2023,117.839996,119.894997,116.910004,119.010002,119.010002,27221700,0.0,0.0,0.0,0.0,0.0
6/28/2023,117.959999,121.269997,117.599998,121.080002,121.080002,19753100,0.0,0.0,0.0,0.0,0.0
6/29/2023,120.089996,120.910004,119.209999,120.010002,120.010002,18517500,0.0,0.0,0.0,0.0,0.0
6/30/2023,121.099998,122.029999,120.879997,120.970001,120.970001,23865800,0.0,0.0,0.0,0.0,0.0
7/3/2023,120.32,121.019997,119.705002,120.559998,120.559998,13888300,0.0,0.0,0.0,0.0,0.0
7/5/2023,120.059998,123.370003,120.059998,122.629997,122.629997,17830300,0.0,0.0,0.0,0.0,0.0
7/6/2023,120.639999,121.150002,119.25,120.93,120.93,17732500,0.0,0.0,0.0,0.0,0.0
7/7/2023,120.889999,121.75,120.089996,120.139999,120.139999,20982400,0.0,0.0,0.0,0.0,0.0
