Symbol,Date,Open,High,Low,Close,Adj Close,Volume
GBP,4/24/2023,0.80332,0.80557,0.80203,0.80323,0.80323,0
GBP,4/25/2023,0.80003,0.8072,0.79956,0.8,0.8,0
GBP,4/26/2023,0.8054,0.80622,0.79926,0.80549,0.80549,0
GBP,4/27/2023,0.80183,0.80394,0.8004,0.80183,0.80183,0
GBP,4/28/2023,0.79996,0.8033,0.79483,0.80016,0.80016,0
GBP,5/1/2023,0.79628,0.80067,0.795545,0.79633,0.79633,0
GBP,5/2/2023,0.80081,0.80408,0.79922,0.8009,0.8009,0
GBP,5/3/2023,0.8013,0.80195,0.79668,0.8015,0.8015,0
GBP,5/4/2023,0.79563,0.79667,0.79385,0.79561,0.79561,0
GBP,5/5/2023,0.79475,0.7958,0.79045,0.7947,0.7947,0
GBP,5/8/2023,0.7917,0.79188,0.7893,0.79173,0.79173,0
GBP,5/9/2023,0.79285,0.79488,0.79119,0.79285,0.79285,0
GBP,5/10/2023,0.79204,0.79339,0.7887,0.7921,0.7921,0
GBP,5/11/2023,0.79183,0.80001,0.7911,0.791954,0.791954,0
GBP,5/12/2023,0.79935,0.8026,0.79739,0.79948,0.79948,0
GBP,5/15/2023,0.80297,0.8035,0.79838,0.80315,0.80315,0
GBP,5/16/2023,0.79834,0.80213,0.79708,0.79839,0.79839,0
GBP,5/17/2023,0.80083,0.80502,0.80038,0.801,0.801,0
GBP,5/18/2023,0.80112,0.80641,0.8004,0.801102,0.801102,0
GBP,5/19/2023,0.8056,0.80685,0.80137,0.80565,0.80565,0
GBP,5/22/2023,0.80249,0.80548,0.80176,0.8025,0.8025,0
GBP,5/23/2023,0.80412,0.80819,0.80341,0.80422,0.80422,0
GBP,5/24/2023,0.80525,0.80919,0.8023,0.80533,0.80533,0
GBP,5/25/2023,0.80851,0.81175,0.80737,0.80834,0.80834,0
GBP,5/26/2023,0.81175,0.8122,0.80682,0.8118,0.8118,0
GBP,5/29/2023,0.80998,0.81059,0.8082,0.80992,0.80992,0
GBP,5/30/2023,0.80989,0.81113,0.80352,0.80976,0.80976,0
GBP,5/31/2023,0.8055,0.80978,0.80482,0.80568,0.80568,0
GBP,6/1/2023,0.8035,0.80624,0.79764,0.80341,0.80341,0
GBP,6/2/2023,0.79811,0.80269,0.797118,0.79834,0.79834,0
GBP,6/5/2023,0.80451,0.80843,0.8038,0.80449,0.80449,0
GBP,6/6/2023,0.80432,0.80687,0.80267,0.8043,0.8043,0
GBP,6/7/2023,0.80441,0.8067,0.80002,0.8046,0.8046,0
GBP,6/8/2023,0.80339,0.80373,0.79636,0.80348,0.80348,0
GBP,6/9/2023,0.79625,0.79772,0.7942,0.79621,0.79621,0
GBP,6/12/2023,0.79503,0.80077,0.79369,0.79485,0.79485,0
GBP,6/13/2023,0.79905,0.79905,0.79242,0.79902,0.79902,0
GBP,6/14/2023,0.7932,0.7936,0.78741,0.79322,0.79322,0
GBP,6/15/2023,0.78917,0.7917,0.78337,0.78921,0.78921,0
GBP,6/16/2023,0.78209,0.78315,0.77835,0.78212,0.78212,0
GBP,6/19/2023,0.7792,0.78207,0.778816,0.7794,0.7794,0
GBP,6/20/2023,0.78156,0.78646,0.7809,0.78157,0.78157,0
GBP,6/21/2023,0.78341,0.787799,0.78138,0.78337,0.78337,0
GBP,6/22/2023,0.78301,0.78553,0.7802,0.78296,0.78296,0
GBP,6/23/2023,0.78461,0.7879,0.784283,0.78449,0.78449,0
GBP,6/26/2023,0.78539,0.78804,0.78442,0.78557,0.78557,0
GBP,6/27/2023,0.78683,0.7871,0.78375,0.78666,0.78666,0
GBP,6/28/2023,0.78465,0.79313,0.78423,0.78464,0.78464,0
GBP,6/29/2023,0.79106,0.79412,0.78952,0.79098,0.79098,0
GBP,6/30/2023,0.79271,0.79356,0.78578,0.79273,0.79273,0
GBP,7/3/2023,0.7878,0.78987,0.7862,0.78782,0.78782,0
GBP,7/4/2023,0.788,0.78835,0.78515,0.78784,0.78784,0
GBP,7/5/2023,0.78611,0.78807,0.78529,0.78631,0.78631,0
GBP,7/6/2023,0.78701,0.78888,0.78245,0.78712,0.78712,0
GBP,7/7/2023,0.78479,0.78572,0.77881,0.78476,0.78476,0
GBP,7/10/2023,0.7789,0.78415,0.7789,0.77888,0.77888,0
GBP,7/11/2023,0.77741,0.77762,0.7732,0.77732,0.77732,0
GBP,7/12/2023,0.7731,0.77489,0.7691,0.77311,0.77311,0
GBP,7/13/2023,0.76935,0.76981,0.76258,0.76945,0.76945,0
GBP,7/14/2023,0.76153,0.76364,0.7609,0.7617,0.7617,0
GBP,7/17/2023,0.76387,0.76602,0.76294,0.76393,0.76393,0
GBP,7/18/2023,0.76506,0.76621,0.76193,0.76501,0.76501,0
GBP,7/19/2023,0.76716,0.7769,0.7669,0.76716,0.76716,0
GBP,7/20/2023,0.77281,0.7787,0.7713,0.77281,0.77281,0
GBP,7/21/2023,0.77702,0.78016,0.77496,0.77686,0.77686,0
GBP,7/24/2023,0.7781,0.7813,0.77619,0.778,0.778,0
GBP,7/25/2023,0.78049,0.7806,0.77656,0.78048,0.78048,0
GBP,7/26/2023,0.77559,0.77663,0.77302,0.77556,0.77556,0
GBP,7/27/2023,0.77348,0.77959,0.7695,0.77356,0.77356,0
GBP,7/28/2023,0.7816,0.78341,0.77608,0.78163,0.78163,0
GBP,7/31/2023,0.77798,0.77945,0.7768,0.77797,0.77797,0
GBP,8/1/2023,0.7793,0.78483,0.7789,0.77918,0.77918,0
GBP,8/2/2023,0.78179,0.78853,0.78141,0.78151,0.78151,0
GBP,8/3/2023,0.78631,0.79202,0.78564,0.78614,0.78614,0
GBP,8/4/2023,0.7864,0.78792,0.78231,0.78639,0.78639,0
GBP,8/7/2023,0.78424,0.78654,0.7821,0.78444,0.78444,0
GBP,8/8/2023,0.78211,0.78828,0.78211,0.78235,0.78235,0
GBP,8/9/2023,0.78466,0.78663,0.78257,0.78483,0.78483,0
GBP,8/10/2023,0.78623,0.78673,0.78056,0.78616,0.78616,0
GBP,8/11/2023,0.7895,0.7895,0.78511,0.78926,0.78926,0
GBP,8/14/2023,0.78771,0.79245,0.78639,0.78771,0.78771,0
GBP,8/15/2023,0.78826,0.78883,0.78415,0.78832,0.78832,0
GBP,8/16/2023,0.78739,0.78812,0.78334,0.78732,0.78732,0
GBP,8/17/2023,0.78573,0.78708,0.78206,0.78566,0.78566,0
GBP,8/18/2023,0.78444,0.78797,0.78331,0.7843,0.7843,0
GBP,8/21/2023,0.78482,0.78672,0.78339,0.78481,0.78481,0
GBP,8/22/2023,0.78362,0.7861,0.78119,0.78365,0.78365,0
GBP,8/23/2023,0.78544,0.79262,0.78345,0.78545,0.78545,0
GBP,8/24/2023,0.78611,0.7918,0.78561,0.78613,0.78613,0
GBP,8/25/2023,0.79407,0.79689,0.7907,0.7941,0.7941,0
GBP,8/28/2023,0.79416,0.79571,0.79298,0.7943,0.7943,0
GBP,8/29/2023,0.792833,0.79593,0.79141,0.79295,0.79295,0
GBP,8/30/2023,0.7912,0.79239,0.7847,0.79134,0.79134,0
GBP,8/31/2023,0.78659,0.79024,0.78526,0.786671,0.786671,0
GBP,9/1/2023,0.78918,0.79425,0.78678,0.78909,0.78909,0
GBP,9/4/2023,0.7942,0.79434,0.79092,0.79419,0.79419,0
GBP,9/5/2023,0.792,0.79812,0.79165,0.7922,0.7922,0
GBP,9/6/2023,0.79565,0.80097,0.79439,0.79551,0.79551,0
GBP,9/7/2023,0.80003,0.8033,0.79949,0.80008,0.80008,0
GBP,9/8/2023,0.80157,0.802,0.79916,0.8016,0.8016,0
GBP,9/11/2023,0.8007,0.80104,0.79697,0.800641,0.800641,0
GBP,9/12/2023,0.79952,0.80252,0.79861,0.79944,0.79944,0
GBP,9/13/2023,0.8003,0.8037,0.79926,0.80053,0.80053,0
GBP,9/14/2023,0.80079,0.80623,0.79955,0.80067,0.80067,0
GBP,9/15/2023,0.80642,0.80733,0.8035,0.80633,0.80633,0
GBP,9/18/2023,0.80661,0.80833,0.80578,0.80661,0.80661,0
GBP,9/19/2023,0.80736,0.80829,0.80487,0.80751,0.80751,0
GBP,9/20/2023,0.80688,0.81056,0.80584,0.80687,0.80687,0
GBP,9/21/2023,0.81119,0.81646,0.81092,0.8111,0.8111,0
GBP,9/22/2023,0.81353,0.81737,0.81352,0.81339,0.81339,0
GBP,9/25/2023,0.81681,0.81994,0.8162,0.81687,0.81687,0
GBP,9/26/2023,0.81871,0.82231,0.81865,0.81879,0.81879,0
GBP,9/27/2023,0.82328,0.82443,0.82208,0.82326,0.82326,0
GBP,9/28/2023,0.82391,0.825,0.8181,0.82404,0.82404,0
GBP,9/29/2023,0.8191,0.82085,0.8149,0.81935,0.81935,0
GBP,10/2/2023,0.82027,0.82533,0.81836,0.82014,0.82014,0
GBP,10/3/2023,0.82721,0.82956,0.82638,0.82705,0.82705,0
GBP,10/4/2023,0.82792,0.83039,0.82129,0.82792,0.82792,0
GBP,10/5/2023,0.82396,0.82583,0.82143,0.8239,0.8239,0
GBP,10/6/2023,0.82043,0.82592,0.81561,0.8205,0.8205,0
GBP,10/9/2023,0.8182,0.82208,0.81804,0.81827,0.81827,0
GBP,10/10/2023,0.81616,0.81878,0.81382,0.8163,0.8163,0
GBP,10/11/2023,0.81354,0.81496,0.81063,0.81358,0.81358,0
GBP,10/12/2023,0.81189,0.81919,0.81098,0.81193,0.81193,0
GBP,10/13/2023,0.82075,0.82422,0.8181,0.8208,0.8208,0
GBP,10/16/2023,0.82272,0.82343,0.8197,0.82279,0.82279,0
GBP,10/17/2023,0.81883,0.82408,0.81854,0.8189,0.8189,0
GBP,10/18/2023,0.82115,0.8237,0.81889,0.8211,0.8211,0
GBP,10/19/2023,0.82348,0.82694,0.82244,0.82349,0.82349,0
GBP,10/20/2023,0.82391,0.8268,0.82235,0.82391,0.82391,0
GBP,10/23/2023,0.82211,0.8235,0.81725,0.8221,0.8221,0
GBP,10/24/2023,0.81623,0.8224,0.81378,0.81631,0.81631,0
GBP,10/25/2023,0.82215,0.82538,0.8212,0.82224,0.82224,0
GBP,10/26/2023,0.8263,0.82847,0.82427,0.82621,0.82621,0
