Date,Open,High,Low,Close,Adj Close,Volume,feature1,feature2,feature3,feature4,feature5
4/24/2023,0.80332,0.80557,0.80203,0.80323,0.80323,0,0.0,0.0,0.0,0.0,0.0
4/25/2023,0.80003,0.8072,0.79956,0.8,0.8,0,0.0,0.0,0.0,0.0,0.0
4/26/2023,0.8054,0.80622,0.79926,0.80549,0.80549,0,0.0,0.0,0.0,0.0,0.0
4/27/2023,0.80183,0.80394,0.8004,0.80183,0.80183,0,0.0,0.0,0.0,0.0,0.0
4/28/2023,0.79996,0.8033,0.79483,0.80016,0.80016,0,0.0,0.0,0.0,0.0,0.0
5/1/2023,0.79628,0.80067,0.795545,0.79633,0.79633,0,0.0,0.0,0.0,0.0,0.0
5/2/2023,0.80081,0.80408,0.79922,0.8009,0.8009,0,0.0,0.0,0.0,0.0,0.0
5/3/2023,0.8013,0.80195,0.79668,0.8015,0.8015,0,0.0,0.0,0.0,0.0,0.0
5/4/2023,0.79563,0.79667,0.79385,0.79561,0.79561,0,0.0,0.0,0.0,0.0,0.0
5/5/2023,0.79475,0.7958,0.79045,0.7947,0.7947,0,0.0,0.0,0.0,0.0,0.0
5/8/2023,0.7917,0.79188,0.7893,0.79173,0.79173,0,0.0,0.0,0.0,0.0,0.0
5/9/2023,0.79285,0.79488,0.79119,0.79285,0.79285,0,0.0,0.0,0.0,0.0,0.0
5/10/2023,0.79204,0.79339,0.7887,0.7921,0.7921,0,0.0,0.0,0.0,0.0,0.0
5/11/2023,0.79183,0.80001,0.7911,0.791954,0.791954,0,0.0,0.0,0.0,0.0,0.0
5/12/2023,0.79935,0.8026,0.79739,0.79948,0.79948,0,0.0,0.0,0.0,0.0,0.0
5/15/2023,0.80297,0.8035,0.79838,0.80315,0.80315,0,0.0,0.0,0.0,0.0,0.0
5/16/2023,0.79834,0.80213,0.79708,0.79839,0.79839,0,0.0,0.0,0.0,0.0,0.0
5/17/2023,0.80083,0.80502,0.80038,0.801,0.801,0,0.0,0.0,0.0,0.0,0.0
5/18/2023,0.80112,0.80641,0.8004,0.801102,0.801102,0,0.0,0.0,0.0,0.0,0.0
5/19/2023,0.8056,0.80685,0.80137,0.80565,0.80565,0,0.0,0.0,0.0,0.0,0.0
5/22/2023,0.80249,0.80548,0.80176,0.8025,0.8025,0,0.0,0.0,0.0,0.0,0.0
5/23/2023,0.80412,0.80819,0.80341,0.80422,0.80422,0,0.0,0.0,0.0,0.0,0.0
5/24/2023,0.80525,0.80919,0.8023,0.80533,0.80533,0,0.0,0.0,0.0,0.0,0.0
5/25/2023,0.80851,0.81175,0.80737,0.80834,0.80834,0,0.0,0.0,0.0,0.0,0.0
5/26/2023,0.81175,0.8122,0.80682,0.8118,0.8118,0,0.0,0.0,0.0,0.0,0.0
5/29/2023,0.80998,0.81059,0.8082,0.80992,0.80992,0,0.0,0.0,0.0,0.0,0.0
