Date,Open,High,Low,Close,Adj Close,Volume,feature1,feature2,feature3,feature4,feature5
4/24/2023,282.089996,284.950012,278.720001,281.769989,279.476257,26611000,0.0,0.0,0.0,0.0,0.0
4/25/2023,279.51001,281.600006,275.369995,275.420013,273.177948,45772200,0.0,0.0,0.0,0.0,0.0
4/26/2023,296.700012,299.570007,292.730011,295.369995,292.965576,64599200,0.0,0.0,0.0,0.0,0.0
4/27/2023,295.970001,305.200012,295.25,304.829987,302.348541,46462600,0.0,0.0,0.0,0.0,0.0
4/28/2023,304.01001,308.929993,303.309998,307.26001,304.758789,36446700,0.0,0.0,0.0,0.0,0.0
5/1/2023,306.970001,308.600006,305.149994,305.559998,303.072571,21294100,0.0,0.0,0.0,0.0,0.0
5/2/2023,307.76001,309.179993,303.910004,305.410004,302.923798,26404400,0.0,0.0,0.0,0.0,0.0
5/3/2023,306.619995,308.609985,304.089996,304.399994,301.922058,22360800,0.0,0.0,0.0,0.0,0.0
5/4/2023,306.23999,307.76001,303.399994,305.410004,302.923798,22519900,0.0,0.0,0.0,0.0,0.0
5/5/2023,305.720001,311.970001,304.269989,310.649994,308.121155,28181200,0.0,0.0,0.0,0.0,0.0
5/8/2023,310.130005,310.200012,306.089996,308.649994,306.137421,21318600,0.0,0.0,0.0,0.0,0.0
5/9/2023,308.0,310.040009,306.309998,307.0,304.500885,21340800,0.0,0.0,0.0,0.0,0.0
5/10/2023,308.619995,313.0,307.670013,312.309998,309.767609,30078000,0.0,0.0,0.0,0.0,0.0
5/11/2023,310.100006,311.119995,306.26001,310.109985,307.585541,31680200,0.0,0.0,0.0,0.0,0.0
5/12/2023,310.549988,310.649994,306.600006,308.970001,306.454834,19758100,0.0,0.0,0.0,0.0,0.0
5/15/2023,309.100006,309.899994,307.589996,309.459991,306.940826,16336500,0.0,0.0,0.0,0.0,0.0
5/16/2023,309.829987,313.709991,309.829987,311.73999,309.202271,26730300,0.0,0.0,0.0,0.0,0.0
5/17/2023,312.290009,314.429993,310.73999,314.0,312.124725,24315000,0.0,0.0,0.0,0.0,0.0
5/18/2023,314.529999,319.040009,313.720001,318.519989,316.617737,27276000,0.0,0.0,0.0,0.0,0.0
