Symbol,Date,Open,High,Low,Close,Adj Close,Volume
EUR,4/24/2023,0.90973,0.91168,0.90627,0.90973,0.90973,0
EUR,4/25/2023,0.9042,0.91164,0.9035,0.9042,0.9042,0
EUR,4/26/2023,0.91088,0.91164,0.90138,0.91088,0.91088,0
EUR,4/27/2023,0.9052,0.90957,0.9037,0.9052,0.9052,0
EUR,4/28/2023,0.90645,0.91194,0.90549,0.90645,0.90645,0
EUR,5/1/2023,0.90819,0.91183,0.90616,0.90819,0.90819,0
EUR,5/2/2023,0.91164,0.91378,0.90866,0.91164,0.91164,0
EUR,5/3/2023,0.90819,0.9086,0.90431,0.90819,0.90819,0
EUR,5/4/2023,0.90343,0.91018,0.9016,0.90343,0.90343,0
EUR,5/5/2023,0.9072,0.91144,0.905141,0.9072,0.9072,0
EUR,5/8/2023,0.90755,0.90806,0.9047,0.90755,0.90755,0
EUR,5/9/2023,0.90941,0.91374,0.909,0.90941,0.90941,0
EUR,5/10/2023,0.91202,0.91384,0.9087,0.91202,0.91202,0
EUR,5/11/2023,0.91041,0.91732,0.9092,0.91041,0.91041,0
EUR,5/12/2023,0.91641,0.92118,0.91448,0.91641,0.91641,0
EUR,5/15/2023,0.92143,0.92178,0.9181,0.92143,0.92143,0
EUR,5/16/2023,0.91965,0.92109,0.91713,0.91965,0.91965,0
EUR,5/17/2023,0.92033,0.92493,0.9195,0.92033,0.92033,0
EUR,5/18/2023,0.92265,0.9289,0.9217,0.92265,0.92265,0
EUR,5/19/2023,0.92804,0.92928,0.92388,0.92804,0.92804,0
EUR,5/22/2023,0.92398,0.92622,0.9233,0.92398,0.92398,0
EUR,5/23/2023,0.92498,0.92904,0.9241,0.92498,0.92498,0
EUR,5/24/2023,0.92853,0.93026,0.92598,0.92853,0.92853,0
EUR,5/25/2023,0.9296,0.93371,0.92987,0.9296,0.9296,0
EUR,5/26/2023,0.93245,0.9344,0.92958,0.93245,0.93245,0
EUR,5/29/2023,0.93257,0.93403,0.9306,0.93257,0.93257,0
EUR,5/30/2023,0.93391,0.93691,0.9306,0.93391,0.93391,0
EUR,5/31/2023,0.9317,0.93882,0.9312,0.9317,0.9317,0
EUR,6/1/2023,0.935,0.93772,0.929887,0.935,0.935,0
EUR,6/2/2023,0.9293,0.933,0.9277,0.9293,0.9293,0
EUR,6/5/2023,0.9347,0.93679,0.9326,0.9347,0.9347,0
EUR,6/6/2023,0.93355,0.93744,0.9317,0.93355,0.93355,0
EUR,6/7/2023,0.93475,0.93731,0.93108,0.93475,0.93475,0
EUR,6/8/2023,0.93393,0.93439,0.9274,0.93393,0.93393,0
EUR,6/9/2023,0.92741,0.93043,0.927,0.92741,0.92741,0
EUR,6/12/2023,0.93015,0.93159,0.92681,0.93015,0.93015,0
EUR,6/13/2023,0.92911,0.92932,0.924,0.92911,0.92911,0
EUR,6/14/2023,0.92684,0.92801,0.92095,0.92684,0.92684,0
EUR,6/15/2023,0.92225,0.92556,0.9142,0.92225,0.92225,0
EUR,6/16/2023,0.91358,0.91574,0.911494,0.91358,0.91358,0
EUR,6/19/2023,0.9139,0.916506,0.9133,0.9139,0.9139,0
EUR,6/20/2023,0.91539,0.91789,0.91364,0.91539,0.91539,0
EUR,6/21/2023,0.91572,0.91687,0.9123,0.91572,0.91572,0
EUR,6/22/2023,0.9097,0.91315,0.90817,0.9097,0.9097,0
EUR,6/23/2023,0.9125,0.92208,0.9125,0.9125,0.9125,0
EUR,6/26/2023,0.91687,0.91843,0.9156,0.91687,0.91687,0
EUR,6/27/2023,0.91655,0.91716,0.91107,0.91655,0.91655,0
EUR,6/28/2023,0.91264,0.91746,0.9122,0.91264,0.91264,0
EUR,6/29/2023,0.9161,0.92061,0.91402,0.9161,0.9161,0
EUR,6/30/2023,0.92013,0.92281,0.9146,0.92013,0.92013,0
EUR,7/3/2023,0.9168,0.91981,0.9148,0.9168,0.9168,0
EUR,7/4/2023,0.91633,0.91821,0.9159,0.91633,0.91633,0
EUR,7/5/2023,0.9187,0.92038,0.91691,0.9187,0.9187,0
EUR,7/6/2023,0.9211,0.92299,0.9173,0.9211,0.9211,0
EUR,7/7/2023,0.91822,0.92008,0.91202,0.91822,0.91822,0
EUR,7/10/2023,0.9116,0.9137,0.90969,0.9116,0.9116,0
EUR,7/11/2023,0.9086,0.91086,0.90698,0.9086,0.9086,0
EUR,7/12/2023,0.90793,0.90803,0.8988,0.90793,0.90793,0
EUR,7/13/2023,0.8973,0.89842,0.89316,0.8973,0.8973,0
EUR,7/14/2023,0.89099,0.89237,0.8893,0.89099,0.89099,0
EUR,7/17/2023,0.89065,0.89242,0.8888,0.89065,0.89065,0
EUR,7/18/2023,0.88987,0.89126,0.88686,0.88987,0.88987,0
EUR,7/19/2023,0.89056,0.89475,0.8897,0.89056,0.89056,0
EUR,7/20/2023,0.89244,0.89822,0.8905,0.89244,0.89244,0
EUR,7/21/2023,0.8979,0.90012,0.8971,0.8979,0.8979,0
EUR,7/24/2023,0.89885,0.90344,0.89726,0.89885,0.89885,0
