Symbol,Date,Open,High,Low,Close,Adj Close,Volume
CAD,4/24/2023,1.35384,1.35662,1.35228,1.35384,1.35384,0
CAD,4/25/2023,1.35337,1.36284,1.3523,1.35337,1.35337,0
CAD,4/26/2023,1.36184,1.36417,1.35994,1.36184,1.36184,0
CAD,4/27/2023,1.36307,1.36438,1.35927,1.36307,1.36307,0
CAD,4/28/2023,1.35997,1.36667,1.35524,1.35997,1.35997,0
CAD,5/1/2023,1.35591,1.35821,1.35313,1.35591,1.35591,0
CAD,5/2/2023,1.3552,1.36366,1.35279,1.3552,1.3552,0
CAD,5/3/2023,1.36195,1.36386,1.36036,1.36195,1.36195,0
CAD,5/4/2023,1.36319,1.36312,1.3571,1.36319,1.36319,0
CAD,5/5/2023,1.3523,1.35289,1.34183,1.3523,1.3523,0
CAD,5/8/2023,1.338,1.33855,1.33158,1.338,1.338,0
CAD,5/9/2023,1.33724,1.34048,1.3364,1.33724,1.33724,0
CAD,5/10/2023,1.3375,1.33961,1.33355,1.3375,1.3375,0
CAD,5/11/2023,1.33721,1.34937,1.3363,1.33721,1.33721,0
CAD,5/12/2023,1.3493,1.35436,1.34804,1.3493,1.3493,0
CAD,5/15/2023,1.3554,1.35669,1.34822,1.3554,1.3554,0
CAD,5/16/2023,1.3465,1.34924,1.3406,1.3465,1.3465,0
CAD,5/17/2023,1.34772,1.35353,1.34429,1.34772,1.34772,0
CAD,5/18/2023,1.34667,1.35091,1.3451,1.34667,1.34667,0
CAD,5/19/2023,1.34977,1.35218,1.34686,1.34977,1.34977,0
CAD,5/22/2023,1.3488,1.35173,1.34854,1.3488,1.3488,0
CAD,5/23/2023,1.35029,1.35475,1.3484,1.35029,1.35029,0
CAD,5/24/2023,1.34994,1.3598,1.3495,1.34994,1.34994,0
CAD,5/25/2023,1.35885,1.36443,1.3586,1.35885,1.35885,0
CAD,5/26/2023,1.36432,1.36528,1.36008,1.36432,1.36432,0
CAD,5/29/2023,1.3609,1.36129,1.3581,1.3609,1.3609,0
CAD,5/30/2023,1.3601,1.36127,1.35675,1.3601,1.3601,0
CAD,5/31/2023,1.35997,1.36507,1.35724,1.35997,1.35997,0
CAD,6/1/2023,1.3566,1.35845,1.344,1.3566,1.3566,0
CAD,6/2/2023,1.3443,1.34493,1.3407,1.3443,1.3443,0
CAD,6/5/2023,1.34283,1.34609,1.34201,1.34283,1.34283,0
CAD,6/6/2023,1.3448,1.34515,1.33932,1.3448,1.3448,0
CAD,6/7/2023,1.33986,1.34252,1.33256,1.33986,1.33986,0
CAD,6/8/2023,1.33716,1.33863,1.3333,1.33716,1.33716,0
CAD,6/9/2023,1.3362,1.33703,1.33129,1.3362,1.3362,0
CAD,6/12/2023,1.33368,1.33826,1.33152,1.33368,1.33368,0
CAD,6/13/2023,1.3363,1.33776,1.32873,1.3363,1.3363,0
CAD,6/14/2023,1.33147,1.33188,1.3275,1.33147,1.33147,0
CAD,6/15/2023,1.33264,1.33539,1.32283,1.33264,1.33264,0
CAD,6/16/2023,1.32219,1.32387,1.31882,1.32219,1.32219,0
CAD,6/19/2023,1.3198,1.32281,1.3179,1.3198,1.3198,0
