Symbol,Date,Open,High,Low,Close,Volume
PRL,10/31/2023,19.49,20.75,19.14,20.69,51538473
PRL,11/1/2023,21.4,22.24,21.2,21.57,55036191
PRL,11/2/2023,21.59,21.96,21.3,21.57,25930070
PRL,11/3/2023,21.69,23.19,21.32,22.65,41824969
PRL,11/6/2023,22.95,23.8,22.75,23.3,37317379
PRL,11/7/2023,23.38,23.38,21.57,21.67,36253660
PRL,11/8/2023,21.5,22.84,21.15,22.68,40299648
PRL,11/10/2023,22.87,23.41,22.51,23.18,31064279
PRL,11/13/2023,23.24,23.65,22.95,23.09,23831500
PRL,11/14/2023,23,24.09,22.35,23.65,35147840
PRL,11/15/2023,23.7,24.35,23.51,24.24,37133520
PRL,11/16/2023,24.5,25.59,24.31,24.97,39582527
PRL,11/17/2023,25.1,25.4,24.4,24.63,22838420
PRL,11/20/2023,24.65,25.2,24.25,24.75,19368270
PRL,11/21/2023,24.75,25.55,24.52,24.84,29063061
PRL,11/22/2023,25,25.4,25,25.04,13920390
PRL,11/23/2023,25.21,25.85,25.05,25.53,32348029
PRL,11/24/2023,25.68,25.78,25,25.1,15400510
PRL,11/27/2023,25.29,25.5,24.9,25.02,9661883
PRL,11/28/2023,25.1,25.61,24.82,25.47,23647641
PRL,11/29/2023,25.65,26.11,24.82,25.01,35409230
PRL,11/30/2023,25.1,25.35,24.83,24.95,8356656
PRL,12/1/2023,25,25.39,24.95,25.32,9358620
PRL,12/4/2023,25.49,26.2,25.33,25.64,22669529
PRL,12/5/2023,25.71,27.33,25.5,26.98,53701230
PRL,12/6/2023,27,27.99,26.84,27.52,42648047
PRL,12/7/2023,29.58,29.58,29.1,29.58,14366430
PRL,12/8/2023,31.21,31.8,30.55,31.8,15027870
PRL,12/11/2023,29.42,31.4,29.42,30.11,42320727
PRL,12/12/2023,30.44,32.37,30.32,32.37,29486439
PRL,12/13/2023,33.11,34.8,29.95,32.72,39797609
PRL,12/14/2023,32.7,33.9,32,33.63,24058211
PRL,12/15/2023,33.99,35.48,33.66,35.1,26779270
PRL,12/18/2023,35.7,36.15,32.62,33.64,18036369
PRL,12/19/2023,33.9,34.04,31.12,31.27,21463529
PRL,12/20/2023,31,31.51,28.92,30.11,20280221
PRL,12/21/2023,30.62,32.37,30.11,32.12,18715500
PRL,12/22/2023,32.7,32.99,30.65,30.92,14461630
PRL,12/26/2023,30.51,30.51,28.6,28.6,12393140
PRL,12/27/2023,27.5,30.75,27.06,30.56,27952029
PRL,12/28/2023,30.7,31.2,29.63,29.79,20487170
PRL,12/29/2023,29.9,30,28.91,29.19,8858634
PRL,1/1/2024,29.44,31.38,29.39,31.38,19531939
PRL,1/2/2024,31.84,31.84,29.8,29.97,17631910
PRL,1/3/2024,29.8,29.9,27.72,28.06,35835840
PRL,1/4/2024,28,29.27,27.85,29.04,25660539
PRL,1/5/2024,29,29.38,27.06,28.44,16634971
PRL,1/8/2024,28.5,29.01,28.1,28.34,10772710
PRL,1/9/2024,28.65,29.06,28.19,28.7,14019060
PRL,1/10/2024,28.95,30.26,28.65,29.16,34994820
PRL,1/11/2024,29.49,30.12,29.02,29.9,15697010
PRL,1/12/2024,30.39,30.6,29.51,29.75,12215460
PRL,1/15/2024,30.1,30.22,28.65,28.88,4179110
PRL,1/16/2024,28.92,29.4,28.1,29.21,13193990
PRL,1/17/2024,29,29.42,28.1,28.26,6290013
PRL,1/18/2024,28.25,28.31,27.16,27.8,8791573
PRL,1/19/2024,28.01,28.25,27.1,27.19,5415714
PRL,1/22/2024,27.25,28.09,27.11,27.87,5950737
PRL,1/23/2024,28.14,29.77,27.5,29.18,17874939
PRL,1/24/2024,29.3,30.09,28.75,29.15,12677450
PRL,1/25/2024,29.16,29.34,28.1,28.3,5228089
PRL,1/26/2024,28.15,28.77,28.15,28.3,7879901
PRL,1/29/2024,28.6,29.1,27.35,27.73,11324960
PRL,1/30/2024,27.5,27.7,25.65,25.65,19705391
PRL,1/31/2024,25.59,25.95,24.95,25.13,7461420
PRL,2/1/2024,25.28,26.9,24.2,26.49,26126119
PRL,2/2/2024,26.75,26.85,26.15,26.29,5691753
PRL,2/6/2024,26.35,28.26,26,28.26,21261131
PRL,2/7/2024,28.99,29.75,28.91,29.15,18717350
PRL,2/9/2024,27.9,28.65,27.03,28.08,14886190
PRL,2/12/2024,27.85,28.2,25.97,25.97,9136323
PRL,2/13/2024,25.2,27.25,24.02,25.63,28602801
PRL,2/14/2024,26.4,27.28,26.1,26.96,14482040
PRL,2/15/2024,27.04,27.54,25.3,25.73,13907970
PRL,2/16/2024,25.4,26,23.8,24.19,18038689
PRL,2/19/2024,23.39,25.5,23.11,25.33,15164700
PRL,2/20/2024,25.5,26.28,25.01,25.18,13780140
PRL,2/21/2024,26.48,26.6,25.6,26.45,12619000
PRL,2/22/2024,26.69,26.87,26.12,26.47,10051460
PRL,2/23/2024,26.5,26.97,26.13,26.84,9132469
PRL,2/26/2024,27.35,28.45,27.23,27.91,20548000
PRL,2/27/2024,28,28.28,27.3,27.42,9300238
PRL,2/28/2024,27.3,28.48,27.27,28.12,20720660
PRL,2/29/2024,28.59,28.84,27.85,27.96,14180260
PRL,3/1/2024,27.89,28.36,27.86,28.22,9320368
PRL,3/4/2024,28.49,28.63,27.97,28.17,7919932
PRL,3/5/2024,28.29,29.29,26.94,28.96,34045449
PRL,3/6/2024,28.88,29.35,28.42,28.52,28036391
PRL,3/7/2024,28.44,28.7,28.02,28.54,7371468
PRL,3/8/2024,28.75,29.75,28.55,29.26,31495330
PRL,3/11/2024,29.5,30.04,29.22,29.38,18358170
PRL,3/12/2024,29.41,29.41,27.61,27.88,7464682
PRL,3/13/2024,27.65,28.17,25.94,26.28,11137040
PRL,3/14/2024,26.64,28.24,26.57,27.89,18957109
PRL,3/15/2024,28.02,28.38,27.4,27.52,7316546
PRL,3/18/2024,27.75,27.8,27.32,27.5,4098283
PRL,3/19/2024,27.52,27.98,27.3,27.6,3399895
PRL,3/20/2024,27.76,28.16,27.33,27.53,5274424
PRL,3/21/2024,27.41,27.9,25.88,26.57,9189278
PRL,3/22/2024,26.58,26.95,26.3,26.68,2827186
PRL,3/25/2024,26.68,26.99,26.5,26.57,2160190
PRL,3/26/2024,26.8,26.99,26.39,26.51,4192479
