Symbol,Date,Open,High,Low,Close,Volume
ENGRO,12/7/2023,313.01,316.85,310.05,311.39,1041236
ENGRO,12/8/2023,312.5,315.75,312,314.92,891132
ENGRO,12/11/2023,314.9,323.8,309,320.79,2260292
ENGRO,12/12/2023,322.99,329.5,321,325.1,1567036
ENGRO,12/13/2023,324.89,327,310,320.71,1839954
ENGRO,12/14/2023,319,323.8,314.9,321.29,877987
ENGRO,12/15/2023,320,324.98,318.05,323.69,814544
ENGRO,12/18/2023,322.2,324.99,316.01,316.83,600823
ENGRO,12/19/2023,315.51,316.8,305.01,307.14,1023747
ENGRO,12/20/2023,308.89,308.95,293.53,300.21,1789142
ENGRO,12/21/2023,302,303,291.76,296.69,754517
ENGRO,12/22/2023,297.88,299.5,292,292.86,320583
ENGRO,12/26/2023,292,295,285,285.32,529964
ENGRO,12/27/2023,289.48,290.98,283.76,289.87,564578
ENGRO,12/28/2023,291.95,301.9,289.5,293.45,857017
ENGRO,12/29/2023,296,298.2,292.57,294.91,349754
ENGRO,1/1/2024,295.02,301.9,295.02,299.33,345186
ENGRO,1/2/2024,302,303,295,295.84,403982
ENGRO,1/3/2024,296.9,300.8,294.4,296.8,280908
ENGRO,1/4/2024,299,303.99,298,300.28,1091669
ENGRO,1/5/2024,299.02,299.98,294.93,296.11,287334
ENGRO,1/8/2024,299.99,316.45,299.99,314.88,2091918
ENGRO,1/9/2024,316,323.5,316,319.09,1056209
ENGRO,1/10/2024,320.47,321.5,312.05,313.55,502738
ENGRO,1/11/2024,312.99,313.99,309.05,309.69,1009273
ENGRO,1/12/2024,312,314.88,309.05,310.8,1046365
ENGRO,1/15/2024,311.9,313,309,309.99,269017
ENGRO,1/16/2024,311.73,311.73,305.7,306.35,291600
ENGRO,1/17/2024,307.7,317.75,306.01,316.16,2822558
ENGRO,1/18/2024,317,318.8,311,318.16,1113839
ENGRO,1/19/2024,316,328,316,323.52,927204
ENGRO,1/22/2024,324.01,325,320.35,322.73,374040
ENGRO,1/23/2024,322.75,327.4,321,325.98,732014
ENGRO,1/24/2024,326.16,328,324.5,325.85,660605
ENGRO,1/25/2024,325,334.4,325,332.41,3959018
ENGRO,1/26/2024,332.03,333.5,328.01,329.07,656175
ENGRO,1/29/2024,327.05,329.7,320.1,322.67,506294
ENGRO,1/30/2024,322.67,323.5,311,313.41,1104177
ENGRO,1/31/2024,315,318.9,314.99,317.66,226952
ENGRO,2/1/2024,316.99,322.72,316.05,321.8,367389
ENGRO,2/2/2024,319.15,325,319.15,323.07,414517
ENGRO,2/6/2024,323,325.5,319.01,323.07,258606
ENGRO,2/7/2024,325.9,326.89,322.01,323.82,263134
ENGRO,2/9/2024,320,320,307.02,316.16,413554
ENGRO,2/12/2024,316.2,316.2,308.11,310.14,417799
ENGRO,2/13/2024,309.99,311.89,303.1,308.97,474039
ENGRO,2/14/2024,310.18,317.99,310.18,316.71,549907
ENGRO,2/15/2024,317,318.99,307.5,309.62,343153
ENGRO,2/16/2024,309,315.5,305,305.88,437465
ENGRO,2/19/2024,307,312.5,300.52,310.41,319277
ENGRO,2/20/2024,310.62,315.5,310,310.87,190394
ENGRO,2/21/2024,315,315.89,309,313.31,149320
ENGRO,2/22/2024,314.99,314.99,311,313.8,151684
ENGRO,2/23/2024,313.8,316,308,313.81,422905
ENGRO,2/26/2024,308.1,320,306,315.74,910136
ENGRO,2/27/2024,318,324.01,315.01,317.4,439495
ENGRO,2/28/2024,319.2,320.99,318,319.36,203722
ENGRO,2/29/2024,320,327.5,320,323.48,585865
ENGRO,3/1/2024,324,347.74,323.03,347.74,1314196
ENGRO,3/4/2024,350,360.25,348.11,350.58,1626507
ENGRO,3/5/2024,351,358.97,346.1,350.06,611066
ENGRO,3/6/2024,351.22,354,343.5,344.49,590006
ENGRO,3/7/2024,343.3,346.4,336.01,341.12,668692
ENGRO,3/8/2024,341,352.95,341,342.69,1615015
ENGRO,3/11/2024,343.98,344,338,339.51,345799
ENGRO,3/12/2024,339.51,341.8,333,334.64,168367
ENGRO,3/13/2024,335.98,339,331,334.17,263066
ENGRO,3/14/2024,335,335.99,332,334.78,203345
ENGRO,3/15/2024,335,335,332.5,333.22,160536
ENGRO,3/18/2024,335.7,338,332,334.02,200236
ENGRO,3/19/2024,336,337.94,332.02,337.15,260574
ENGRO,3/20/2024,338,341,336,339.85,1477744
ENGRO,3/21/2024,343,343.49,337.5,339.46,345109
ENGRO,3/22/2024,338.02,342.45,338.02,340.13,394483
ENGRO,3/25/2024,339,344.5,339,340.33,165710
ENGRO,3/26/2024,339.5,344.39,335.5,342.93,185309
ENGRO,3/27/2024,344,348.5,343.01,347.56,192726
ENGRO,3/28/2024,348.99,362.99,348,354.06,449220
ENGRO,3/29/2024,353.9,361,349.05,359.28,301008
ENGRO,4/1/2024,359.25,361.99,354.67,359.55,134655
ENGRO,4/2/2024,359,360.9,356.01,357.43,77672
ENGRO,4/3/2024,358.3,381.1,358.3,374.89,691686
ENGRO,4/4/2024,378,387.99,370.1,378.01,1028955
ENGRO,4/8/2024,376.5,379.75,374.01,376.85,350236
ENGRO,4/9/2024,377.5,378.88,369,371.93,322213
ENGRO,4/15/2024,371,372,361,365.67,438274
ENGRO,4/16/2024,366,372,361.96,364.37,537878
ENGRO,4/17/2024,364.37,367.99,356,359.23,279398
ENGRO,4/18/2024,363.7,365.9,354.5,360.23,522011
ENGRO,4/19/2024,362,366.35,360,365.31,399148
