Symbol,Date,Open,High,Low,Close,Volume
HBL,10/30/2023,95.99,95.99,92.8,93.69,8100776
HBL,10/31/2023,94.35,95,93.55,93.75,1751671
HBL,11/1/2023,94.01,96.68,94,95.45,3197497
HBL,11/2/2023,93,94.99,92.53,94.79,1403865
HBL,11/3/2023,94.8,95.5,93,93.45,818894
HBL,11/6/2023,93.98,94.94,93.3,94.26,1160523
HBL,11/7/2023,94.05,96.25,93.75,94.05,2191751
HBL,11/8/2023,94.05,97,94,96.07,7270220
HBL,11/10/2023,96.25,97.6,96.05,96.67,3398014
HBL,11/13/2023,96.9,98,96.9,97.46,2758478
HBL,11/14/2023,97.2,97.99,97,97.27,2515511
HBL,11/15/2023,98,99.01,96.8,97.58,3705878
HBL,11/16/2023,98,98.5,96.26,97.56,1969654
HBL,11/17/2023,101,101.2,96.7,97.02,2955404
HBL,11/20/2023,97.5,97.69,95.82,96.43,405567
HBL,11/21/2023,97,97.7,96.65,96.75,1664356
HBL,11/22/2023,96.05,97.75,96.05,97.12,1455934
HBL,11/23/2023,96.5,98.4,96.1,96.91,3262230
HBL,11/24/2023,97.4,104.18,97,101.42,11462730
HBL,11/27/2023,102.25,109.03,102.1,109.03,10967560
HBL,11/28/2023,111.25,116.5,111.25,114.75,7088651
HBL,11/29/2023,115,116.5,109.5,111.18,3955219
HBL,11/30/2023,112.98,114.1,109.05,111.67,3226380
HBL,12/1/2023,112.49,112.99,110.5,111.54,885115
HBL,12/4/2023,112,113.1,111.16,111.51,1225196
HBL,12/5/2023,111.53,114.4,111.53,112.13,2229251
HBL,12/6/2023,113,118,112.45,116.96,2952670
HBL,12/7/2023,118.11,124.2,118.11,121.09,6384442
HBL,12/8/2023,122,130.17,121.2,129.52,8661913
HBL,12/11/2023,129.47,132.5,121.16,124.52,24836369
HBL,12/12/2023,124.98,125.4,122.5,123.72,2279126
HBL,12/13/2023,124.7,125.6,121.2,122.89,4172921
HBL,12/14/2023,123.94,124.49,121,123.33,4067144
HBL,12/15/2023,124,126.7,122.5,124.81,3642220
HBL,12/18/2023,125.11,126.5,123,123.58,1659917
HBL,12/19/2023,123.95,123.95,118.2,120.01,2757183
HBL,12/20/2023,119.1,121,116.25,119.16,2337889
HBL,12/21/2023,116.55,120.25,116.1,119.68,902675
HBL,12/22/2023,119.5,121,115,115.95,1557241
HBL,12/26/2023,116,118.8,107.25,108,5375214
HBL,12/27/2023,110.5,110.94,107.05,110.03,2964157
HBL,12/28/2023,111.26,113.49,110.2,111.16,3342584
HBL,12/29/2023,111.01,112,109.55,110.84,1490758
HBL,1/1/2024,110.83,116.5,110.83,115.75,2877447
HBL,1/2/2024,116.89,118.8,115,116.53,4163065
HBL,1/3/2024,117.01,119.21,116.49,117.69,3264531
HBL,1/4/2024,117.1,117.75,116.1,116.5,1132175
HBL,1/5/2024,117.45,117.99,115.2,117.41,1060265
HBL,1/8/2024,117.25,118,116.01,116.36,573038
HBL,1/9/2024,116.99,117.44,115.27,115.58,390894
HBL,1/10/2024,117,117,114.9,115.04,447283
HBL,1/11/2024,115.25,117.78,114.01,117.42,1236084
HBL,1/12/2024,118,119,117.5,118.47,1597241
HBL,1/15/2024,119.3,120.81,117.27,117.75,1911765
HBL,1/16/2024,117.26,118,116.25,116.62,1139653
HBL,1/17/2024,116.01,117.2,114.93,115.42,5075262
HBL,1/18/2024,115,115.85,112.66,114.65,872339
HBL,1/19/2024,115.25,116.5,114.07,114.63,358815
HBL,1/22/2024,114.64,115.48,113.1,115,563759
HBL,1/23/2024,115.1,116.6,115.1,116.01,9668921
HBL,1/24/2024,116.95,116.95,115.5,115.73,744945
HBL,1/25/2024,116,117.01,115.01,115.84,3340148
HBL,1/26/2024,116,116.89,113.51,114,2069564
HBL,1/29/2024,113.9,113.97,111.51,112.03,3150745
HBL,1/30/2024,112.99,113.98,110.4,111.05,1339104
HBL,1/31/2024,111.7,112.4,110.51,111.18,956494
HBL,2/1/2024,111.48,112.35,111.2,111.72,636327
HBL,2/2/2024,112,112.83,111.5,111.87,2207990
HBL,2/6/2024,113.7,113.7,111.8,112.3,1221222
HBL,2/7/2024,112.89,114,112.34,112.94,2244630
HBL,2/9/2024,110.5,111.9,106.27,110.72,1497628
HBL,2/12/2024,110,112.4,105.35,108.42,3683386
HBL,2/13/2024,107.01,110.5,103,110,1386292
HBL,2/14/2024,111,112.55,111,111.9,961375
HBL,2/15/2024,111.11,112.49,108.35,109.64,939367
HBL,2/16/2024,110.5,111.39,108.01,110.06,524336
HBL,2/19/2024,110,111.48,108.51,110.56,448399
HBL,2/20/2024,110,111.29,108.91,110,347629
HBL,2/21/2024,110.55,113,110.55,111.74,528231
HBL,2/22/2024,112,113.4,110.05,112.95,725835
HBL,2/23/2024,113.03,115.01,112,113.77,3344363
HBL,2/26/2024,113.77,116,113.77,114.75,3552299
HBL,2/27/2024,115.5,116,114.2,115.18,3449850
HBL,2/28/2024,115,116.98,114.06,114.8,5010576
HBL,2/29/2024,115,116.55,115,115.97,1616054
HBL,3/1/2024,116.05,117.8,115.85,117.06,2452549
HBL,3/4/2024,117,117,114.85,115.42,4070863
HBL,3/5/2024,116,116.41,115.05,115.7,1626318
HBL,3/6/2024,116,117.95,115.8,115.95,1631771
HBL,3/7/2024,116.19,116.5,114.61,114.93,677456
HBL,3/8/2024,115.49,116,114.31,114.46,491915
HBL,3/11/2024,114,116,114,114.67,396401
HBL,3/12/2024,114.67,114.91,113.26,113.68,317710
HBL,3/13/2024,113.68,114,112.06,112.79,471491
HBL,3/14/2024,112.99,114,112.55,113.65,1131221
HBL,3/15/2024,113.2,114.49,113.2,113.59,651359
HBL,3/18/2024,109.5,109.5,108,108.6,555706
HBL,3/19/2024,108.5,110.45,108.11,108.24,1222965
HBL,3/20/2024,109,109.5,107.49,108.21,734100
HBL,3/21/2024,108.74,108.8,106.19,107,2215557
HBL,3/22/2024,107,107,104.51,104.99,1356805
HBL,3/25/2024,105,105.75,103,104.13,925714
HBL,3/26/2024,104.49,105,103,104.21,898188
HBL,3/27/2024,104,106.4,103.5,104.46,1253860
HBL,3/28/2024,104.5,105.75,104.11,105.65,432652
HBL,3/29/2024,105.95,106.45,104.25,104.42,671014
HBL,4/1/2024,104.95,105.9,104.65,104.99,358080
HBL,4/2/2024,105.49,105.49,104.1,104.6,278078
HBL,4/3/2024,105,106.7,104.6,106.47,1048329
HBL,4/4/2024,106.69,109.9,106,108.85,1760545
HBL,4/8/2024,108.99,110.7,107.95,110.3,1508661
HBL,4/9/2024,111.79,112.84,108.75,109.65,4306345
HBL,4/15/2024,111.48,111.5,108.99,110.96,1519132
HBL,4/16/2024,111.3,118.48,111,115.81,15884190
HBL,4/17/2024,116,117.5,114.5,115.42,3631693
HBL,4/18/2024,115.8,116.73,113.6,114.35,3250009
HBL,4/19/2024,113.4,115.85,113.15,115.08,2278618
