"Date","Price","Open","High","Low","Vol.","Change %"
"03/12/2024","74.3700","74.4250","74.4600","74.3950","","0.05%"
"03/11/2024","74.3300","74.4400","74.6000","73.7300","","-0.04%"
"03/08/2024","74.3600","74.4550","74.6050","74.3750","","-0.07%"
"03/07/2024","74.4100","74.5250","74.6050","74.4350","","0.03%"
"03/06/2024","74.3900","74.4550","74.6100","74.4400","","0.03%"
"03/05/2024","74.3700","74.4900","74.6100","73.8150","","-0.11%"
"03/04/2024","74.4500","74.5300","74.6450","73.7900","","0.04%"
"03/01/2024","74.4200","74.4600","74.6400","73.7800","","0.11%"
"02/29/2024","74.3400","74.5250","74.6750","73.7500","","-0.09%"
"02/28/2024","74.4100","74.5250","74.6700","73.7600","","-0.01%"
"02/27/2024","74.4200","74.5300","74.6700","73.7900","","0.03%"
"02/26/2024","74.4000","74.5850","74.6750","73.8100","","-0.07%"
"02/23/2024","74.4500","74.5850","74.6750","74.4900","","-0.01%"
"02/22/2024","74.4600","74.5250","74.7400","74.4250","","0.11%"
"02/21/2024","74.3800","74.5950","74.6750","74.4650","","-0.16%"
"02/20/2024","74.5000","74.5300","74.6750","73.8950","","0.05%"
"02/19/2024","74.4600","74.4950","74.6550","73.7900","","0.20%"
"02/16/2024","74.3100","74.5300","74.6650","74.4000","","-0.13%"
"02/15/2024","74.4100","74.5250","74.6600","73.8550","","0.03%"
"02/14/2024","74.3900","74.4800","74.6550","73.7900","","0.11%"
"02/13/2024","74.3100","74.5350","74.6650","73.7950","","-0.12%"
"02/12/2024","74.4000","74.5150","74.6300","73.7150","","-0.03%"
"02/09/2024","74.4200","74.4950","74.6850","73.7900","","0.04%"
"02/08/2024","74.3900","74.4950","74.5400","74.4600","","0.08%"
"02/07/2024","74.3300","74.5100","74.6750","74.4100","","-0.05%"
"02/06/2024","74.3700","73.8650","74.6800","73.8550","","1.42%"
"02/05/2024","73.3300","74.5450","74.5450","73.8500","","-1.50%"
"02/02/2024","74.4500","74.5500","74.6850","73.6900","","0.04%"
"02/01/2024","74.4200","74.5500","74.8600","73.5850","","-0.01%"
"01/31/2024","74.4300","74.5700","74.7050","73.5850","","0.03%"
"01/30/2024","74.4100","74.3850","74.6900","74.3700","","0.09%"
"01/29/2024","74.3400","74.5650","74.7300","73.5900","","-0.07%"
"01/26/2024","74.3900","74.5700","74.7300","73.6300","","-0.15%"
"01/25/2024","74.5000","74.6150","74.7000","74.5450","","0.07%"
"01/24/2024","74.4500","74.5900","74.7150","73.6300","","-0.13%"
"01/23/2024","74.5500","74.5450","74.7200","74.5100","","0.19%"
"01/22/2024","74.4100","74.5950","74.7200","73.6900","","-0.15%"
"01/19/2024","74.5200","73.6550","74.7250","73.6500","","1.91%"
"01/18/2024","73.1200","74.6000","74.7500","73.6500","","-1.73%"
"01/17/2024","74.4100","74.8100","74.8150","74.5650","","-0.37%"
"01/16/2024","74.6900","74.7300","74.8650","73.7650","","0.04%"
"01/15/2024","74.6600","74.7800","74.9000","73.7600","","0.13%"
"01/12/2024","74.5600","74.8800","75.0600","73.7900","","-0.17%"
"01/11/2024","74.6900","75.0200","75.0600","74.8050","","-0.28%"
"01/10/2024","74.9000","74.9900","75.0600","74.9000","","0.09%"
"01/09/2024","74.8300","75.0200","75.1950","74.0250","","-0.09%"
"01/08/2024","74.9000","75.0600","75.2300","74.0600","","0.04%"
"01/05/2024","74.8700","75.1650","75.2750","74.0600","","-0.21%"
"01/04/2024","75.0300","75.1350","75.2600","75.0300","","0.09%"
"01/03/2024","74.9600","75.2000","75.3000","75.0400","","-0.04%"
"01/02/2024","74.9900","74.9700","75.3050","74.2600","","0.09%"
"01/01/2024","74.9200","74.9650","74.9700","74.9550","","0.00%"
"12/29/2023","74.9200","75.3350","75.3600","74.0600","","-0.41%"
"12/28/2023","75.2300","75.2950","75.4000","74.1250","","0.12%"
"12/27/2023","75.1400","75.3200","75.4500","74.2400","","-0.05%"
"12/26/2023","75.1800","75.4250","75.6750","74.2400","","-0.13%"
"12/25/2023","75.2800","75.4250","75.4400","75.4150","","0.00%"
"12/22/2023","75.2800","75.4550","76.3100","74.3000","","-0.11%"
"12/21/2023","75.3600","75.4750","75.7500","74.4100","","0.01%"
"12/20/2023","75.3500","75.4100","75.7650","75.2650","","-0.03%"
"12/19/2023","75.3700","75.4150","75.7150","74.4300","","0.00%"
"12/18/2023","75.3700","75.5700","75.7700","74.5000","","-0.03%"
"12/15/2023","75.3900","75.5650","75.7650","74.5000","","-0.04%"
"12/14/2023","75.4200","75.6800","75.8150","74.5700","","-0.11%"
"12/13/2023","75.5000","75.7150","75.7900","75.5600","","-0.11%"
"12/12/2023","75.5800","75.7150","75.7900","75.6150","","0.00%"
"12/11/2023","75.5800","75.7350","75.8500","74.7150","","-0.05%"
"12/08/2023","75.6200","75.7600","75.8100","75.6450","","-0.07%"
"12/07/2023","75.6700","75.7650","75.8550","74.7100","","-0.03%"
"12/06/2023","75.6900","75.9100","75.9200","75.7150","","-0.12%"
"12/05/2023","75.7800","76.0300","76.0350","75.7650","","-0.16%"
"12/04/2023","75.9000","76.0700","76.0900","74.9050","","-0.08%"
"12/01/2023","75.9600","76.1650","76.1900","74.9700","","-0.09%"
"11/30/2023","76.0300","76.1750","76.2500","75.9650","","-0.01%"
"11/29/2023","76.0400","76.1150","76.2550","76.0450","","0.08%"
"11/28/2023","75.9800","76.1250","76.1900","76.0500","","-0.01%"
"11/27/2023","75.9900","76.1250","76.2600","75.1800","","-0.05%"
"11/24/2023","76.0300","75.1850","76.6400","74.7650","","1.85%"
"11/23/2023","74.6500","75.9900","76.1200","75.1800","","-1.67%"
"11/22/2023","75.9200","76.8800","76.8850","75.1200","","-1.04%"
"11/21/2023","76.7200","76.8850","76.8850","76.0800","","0.00%"
"11/20/2023","76.7200","76.8450","76.8950","75.3000","","0.09%"
"11/17/2023","76.6500","76.8850","76.9150","75.3900","","-0.03%"
"11/16/2023","76.6700","76.8850","76.9900","75.4250","","0.01%"
"11/15/2023","76.6600","76.6550","76.9850","76.6300","","0.18%"
"11/14/2023","76.5200","76.6500","76.8600","75.8850","","0.01%"
"11/13/2023","76.5100","76.6400","76.8550","75.4950","","-0.12%"
"11/10/2023","76.6000","75.6450","76.8150","75.4450","","1.98%"
"11/09/2023","75.1100","76.5050","76.5250","75.6450","","-1.65%"
"11/08/2023","76.3700","76.3350","76.5900","75.5800","","0.10%"
"11/07/2023","76.2900","75.9650","76.5100","75.1150","","0.61%"
"11/06/2023","75.8300","75.8350","76.1000","75.0350","","0.20%"
"11/03/2023","75.6800","75.4400","75.8450","74.7000","","0.41%"
"11/02/2023","75.3700","74.9550","75.6450","74.4050","","0.72%"
"11/01/2023","74.8300","75.1000","75.5050","73.9200","","-0.31%"
"10/31/2023","75.0600","74.9500","75.2650","73.8300","","0.31%"
"10/30/2023","74.8300","74.7050","75.2350","73.0750","","0.44%"
"10/27/2023","74.5000","74.7200","74.9050","73.8250","","-0.08%"
"10/26/2023","74.5600","74.7200","74.7700","74.6200","","0.00%"
"10/25/2023","74.5600","74.5050","74.7750","73.7000","","0.26%"
"10/24/2023","74.3700","74.2500","74.6400","73.5750","","0.34%"
"10/23/2023","74.1200","73.3850","74.4550","73.3800","","0.12%"
"10/20/2023","74.0300","74.2650","74.4200","73.3100","","-0.19%"
"10/19/2023","74.1700","74.5350","74.6950","73.2900","","-0.31%"
"10/18/2023","74.4000","73.7300","74.6250","73.3750","","1.06%"
"10/17/2023","73.6200","73.7700","73.8800","72.5250","","-0.11%"
"10/16/2023","73.7000","73.0300","74.2750","72.4700","","-0.26%"
"10/13/2023","73.8900","74.5150","74.5500","73.0100","","-0.61%"
"10/12/2023","74.3400","74.5150","74.5950","74.1800","","-0.05%"
"10/11/2023","74.3800","75.6800","75.6800","73.5400","","-1.57%"
"10/10/2023","75.5700","75.0900","75.6800","73.7800","","0.69%"
"10/09/2023","75.0500","75.6450","75.6450","74.1000","","-0.60%"
"10/06/2023","75.5000","75.6800","75.7250","74.3600","","-0.09%"
"10/05/2023","75.5700","75.9100","75.9750","74.6150","","-0.29%"
"10/04/2023","75.7900","76.2200","76.2550","74.9150","","-0.43%"
"10/03/2023","76.1200","76.9900","76.9950","75.1750","","-0.98%"
"10/02/2023","76.8700","76.9900","76.9950","75.5050","","0.00%"
"09/29/2023","76.8700","76.9900","76.9950","76.9500","","0.00%"
"09/28/2023","76.8700","76.0750","77.1800","75.7050","","1.76%"
"09/27/2023","75.5400","76.3450","77.2550","75.9050","","-0.36%"
"09/26/2023","75.8100","77.4850","77.5250","76.2350","","-2.03%"
"09/25/2023","77.3800","76.8450","78.2100","76.5100","","1.40%"
"09/22/2023","76.3100","78.1050","78.1500","76.7450","","-2.14%"
"09/21/2023","77.9800","78.3850","78.5500","77.0300","","-0.35%"
"09/20/2023","78.2500","78.5850","79.1600","77.3050","","-0.34%"
"09/19/2023","78.5200","78.9750","79.0200","77.5150","","-0.41%"
"09/18/2023","78.8400","79.1700","79.2500","77.9100","","-0.24%"
"09/15/2023","79.0300","79.4950","79.5500","78.1800","","-0.43%"
"09/14/2023","79.3700","78.7250","79.9050","78.4450","","1.51%"
"09/13/2023","78.1900","79.8900","79.9550","78.7100","","-1.92%"
"09/12/2023","79.7200","80.2350","80.3050","78.9100","","-0.44%"
"09/11/2023","80.0700","81.9400","81.9500","79.2450","","-2.07%"
"09/08/2023","81.7600","81.7000","82.0050","80.1800","","0.59%"
"09/07/2023","81.2800","81.9800","82.0000","80.3450","","-0.68%"
"09/06/2023","81.8400","82.0750","82.0850","81.7800","","-0.24%"
"09/05/2023","82.0400","81.6900","82.0850","80.7450","","0.61%"
"09/04/2023","81.5400","80.5450","81.7400","80.5050","","0.11%"
"09/01/2023","81.4500","81.7200","81.7250","81.3800","","-0.16%"
"08/31/2023","81.5800","81.1000","81.7200","80.5050","","0.79%"
"08/30/2023","80.9400","81.1100","81.2300","79.9750","","0.04%"
"08/29/2023","80.9100","80.9450","81.1450","79.7050","","0.40%"
"08/28/2023","80.5900","80.7900","81.0050","79.4650","","0.37%"
"08/25/2023","80.2900","80.7650","80.8050","79.1250","","0.07%"
"08/24/2023","80.2300","79.9100","80.7850","79.0350","","0.50%"
"08/23/2023","79.8300","79.8450","79.9500","78.9050","","0.15%"
"08/22/2023","79.7100","79.4000","79.8850","78.4200","","0.47%"
"08/21/2023","79.3400","79.2250","79.5200","77.9650","","0.46%"
"08/18/2023","78.9800","79.0600","79.2750","77.5700","","0.41%"
"08/17/2023","78.6600","78.9900","79.0750","77.4550","","0.18%"
"08/16/2023","78.5200","77.4950","79.0400","77.1750","","1.46%"
"08/15/2023","77.3900","76.7900","77.7450","76.3000","","0.95%"
"08/14/2023","76.6600","76.7900","76.9100","75.8650","","-0.03%"
"08/11/2023","76.6800","76.6250","76.9950","75.8900","","0.18%"
"08/10/2023","76.5400","76.5450","76.8100","75.6400","","0.07%"
"08/09/2023","76.4900","76.6750","76.7950","75.4950","","-0.14%"
"08/08/2023","76.6000","76.0750","76.7750","75.7500","","0.98%"
"08/07/2023","75.8600","76.0600","76.6500","75.6300","","0.00%"
"08/04/2023","75.8600","77.0450","77.0700","75.4450","","-1.29%"
"08/03/2023","76.8500","77.0100","77.0700","75.5000","","0.01%"
"08/02/2023","76.8400","76.5000","77.0900","75.9550","","0.59%"
"08/01/2023","76.3900","76.4300","76.7000","75.5200","","0.12%"
"07/31/2023","76.3000","76.3700","76.5100","75.3600","","-0.07%"
"07/28/2023","76.3500","76.3550","76.3900","76.3300","","0.03%"
"07/27/2023","76.3300","76.4300","76.6200","75.1850","","0.13%"
"07/26/2023","76.2300","76.2050","77.0050","75.5100","","0.40%"
"07/25/2023","75.9300","76.8450","77.0850","75.9100","","-1.03%"
"07/24/2023","76.7200","75.5550","76.8850","75.5400","","0.95%"
"07/21/2023","76.0000","75.9500","76.5500","74.7750","","0.46%"
"07/20/2023","75.6500","75.6900","76.0700","74.7500","","0.01%"
"07/19/2023","75.6400","75.1800","75.7750","73.6300","","0.92%"
"07/18/2023","74.9500","74.3550","75.4950","73.3500","","1.19%"
"07/17/2023","74.0700","73.0750","74.6950","73.0650","","0.31%"
"07/14/2023","73.8400","73.4900","74.1350","72.5650","","0.65%"
"07/13/2023","73.3600","74.0400","74.0900","71.6350","","-0.65%"
"07/12/2023","73.8400","74.4050","74.4450","72.8450","","-0.62%"
"07/11/2023","74.3000","74.5700","74.9100","73.2450","","-0.20%"
"07/10/2023","74.4500","74.0900","74.7050","73.2500","","0.58%"
"07/07/2023","74.0200","73.8400","74.2150","72.7650","","0.34%"
"07/06/2023","73.7700","73.9550","74.0150","72.7100","","-0.08%"
"07/05/2023","73.8300","73.3200","74.2550","72.6250","","0.78%"
"07/04/2023","73.2600","76.3950","76.5050","72.2500","","-3.93%"
"07/03/2023","76.2600","76.3900","76.4100","76.3500","","0.09%"
"06/30/2023","76.1900","76.4000","76.4350","76.3250","","-0.13%"
"06/29/2023","76.2900","76.3750","76.4150","76.2900","","0.05%"
"06/28/2023","76.2500","76.4200","76.4250","76.1550","","-0.05%"
"06/27/2023","76.2900","76.4050","76.5900","75.0550","","0.00%"
"06/26/2023","76.2900","76.3750","76.5750","75.4500","","0.07%"
"06/23/2023","76.2400","76.5250","76.6100","75.4750","","-0.21%"
"06/22/2023","76.4000","76.5150","76.6500","75.4650","","0.01%"
"06/21/2023","76.3900","76.6350","76.7150","76.4050","","-0.16%"
"06/20/2023","76.5100","76.6450","76.7150","76.4900","","0.00%"
"06/19/2023","76.5100","76.6550","76.7250","75.5900","","-0.03%"
"06/16/2023","76.5300","76.6500","76.7100","76.4900","","0.01%"
"06/15/2023","76.5200","76.5750","76.7450","76.4500","","0.14%"
"06/14/2023","76.4100","76.5100","76.9300","75.5850","","0.01%"
"06/13/2023","76.4000","76.6650","76.9600","75.5600","","-0.17%"
"06/12/2023","76.5300","75.5900","76.7900","75.5600","","0.18%"
"06/09/2023","76.3900","76.5950","76.6800","75.4950","","-0.04%"
"06/08/2023","76.4200","76.4250","76.7300","75.4750","","0.21%"
"06/07/2023","76.2600","76.4300","76.6400","75.5350","","0.00%"
"06/06/2023","76.2600","76.0850","76.5300","75.2650","","0.42%"
"06/05/2023","75.9400","75.2150","76.3950","75.2100","","-0.05%"
"06/02/2023","75.9800","76.1150","76.2650","75.1550","","-0.01%"
"06/01/2023","75.9900","76.0100","76.2350","75.1150","","0.17%"
"05/31/2023","75.8600","76.0250","76.3000","75.9000","","-0.03%"
"05/30/2023","75.8800","76.0800","76.3600","75.0800","","-0.24%"
"05/29/2023","76.0600","76.0200","76.2900","75.0900","","0.30%"
"05/26/2023","75.8300","76.2600","76.3700","74.9550","","-0.39%"
"05/25/2023","76.1300","76.6400","76.7650","75.2500","","-0.52%"
"05/24/2023","76.5300","76.5200","76.7000","75.4250","","0.17%"
"05/23/2023","76.4000","76.4200","76.8000","75.5350","","0.18%"
"05/22/2023","76.2600","76.1200","76.7000","75.1800","","0.57%"
"05/19/2023","75.8300","76.2000","76.2650","75.9600","","-0.25%"
"05/18/2023","76.0200","76.0000","76.3200","75.2050","","0.29%"
"05/17/2023","75.8000","75.9750","76.0950","75.3550","","-0.01%"
"05/16/2023","75.8100","75.9750","76.3450","74.9550","","0.00%"
"05/15/2023","75.8100","75.1250","76.4000","74.9750","","-0.24%"
"05/12/2023","75.9900","78.8350","78.8350","75.0250","","-3.46%"
"05/11/2023","78.7100","77.2950","79.6250","75.9950","","1.88%"
"05/10/2023","77.2600","75.6900","77.4550","75.1900","","2.24%"
"05/09/2023","75.5700","75.6900","76.1000","74.8450","","0.00%"
"05/08/2023","75.5700","75.6900","75.7950","74.6700","","0.08%"
"05/05/2023","75.5100","75.6750","75.7750","74.6250","","-0.04%"
"05/04/2023","75.5400","75.6650","75.7850","75.5200","","0.08%"
"05/03/2023","75.4800","75.6550","75.7350","75.5250","","-0.03%"
"05/02/2023","75.5000","75.6750","75.7800","75.5550","","-0.01%"
"05/01/2023","75.5100","75.6550","75.6800","74.7000","","-0.01%"
"04/28/2023","75.5200","75.6500","75.7650","74.6350","","0.01%"
"04/27/2023","75.5100","75.6450","75.7500","74.7400","","0.00%"
"04/26/2023","75.5100","75.5800","75.8150","74.5750","","0.07%"
"04/25/2023","75.4600","75.6000","75.6150","75.5500","","-0.04%"
"04/24/2023","75.4900","75.5850","75.6150","74.6000","","0.05%"
"04/21/2023","75.4500","75.5900","75.6000","74.8800","","0.00%"
"04/20/2023","75.4500","74.8700","75.7950","74.5750","","1.36%"
"04/19/2023","74.4400","75.6800","75.8450","74.7700","","-1.40%"
"04/18/2023","75.5000","75.8450","75.9850","74.6450","","-0.26%"
"04/17/2023","75.7000","75.8350","76.1100","74.8450","","-0.01%"
"04/14/2023","75.7100","75.9450","75.9800","74.7800","","-0.17%"
"04/13/2023","75.8400","76.7700","76.9850","74.9150","","-1.04%"
"04/12/2023","76.6400","76.9700","77.1750","75.3700","","0.01%"
"04/11/2023","76.6300","76.3700","77.2000","75.8700","","0.52%"
"04/10/2023","76.2300","75.6900","76.7000","75.2300","","0.89%"
"04/07/2023","75.5600","76.8350","76.8400","74.5050","","-1.54%"
"04/06/2023","76.7400","76.9350","77.0550","74.9650","","0.24%"
"04/05/2023","76.5600","76.8850","77.0950","75.5400","","0.14%"
"04/04/2023","76.4500","75.9650","76.9300","75.4750","","0.79%"
"04/03/2023","75.8500","75.6050","76.0550","74.6400","","0.46%"
"03/31/2023","75.5000","75.5650","75.7200","74.6750","","0.08%"
"03/30/2023","75.4400","75.5000","75.6950","74.5550","","0.07%"
"03/29/2023","75.3900","75.4900","75.6800","74.6650","","0.05%"
"03/28/2023","75.3500","75.5200","75.7700","74.5500","","-0.09%"
"03/27/2023","75.4200","75.2700","75.6650","74.4000","","0.41%"
"03/24/2023","75.1100","75.3000","75.3150","75.2500","","-0.09%"
"03/23/2023","75.1800","75.3450","75.3700","75.2800","","-0.12%"
"03/22/2023","75.2700","74.9950","75.6250","74.3900","","0.63%"
"03/21/2023","74.8000","75.0250","75.7450","74.4450","","-0.09%"
"03/20/2023","74.8700","75.0500","75.7750","74.0300","","-0.08%"
"03/17/2023","74.9300","75.4500","75.4600","74.0450","","-0.54%"
"03/16/2023","75.3400","75.4550","75.4800","74.2100","","-0.01%"
"03/15/2023","75.3500","74.2050","75.4550","74.1850","","2.28%"
"03/14/2023","73.6700","75.1000","75.2300","74.1950","","-1.81%"
"03/13/2023","75.0300","74.7200","75.2450","73.8200","","0.59%"
"03/10/2023","74.5900","74.0500","75.4250","73.4500","","0.92%"
"03/09/2023","73.9100","74.0500","75.6500","73.4500","","0.00%"
"03/08/2023","73.9100","73.7650","74.4200","73.2200","","0.34%"
"03/07/2023","73.6600","73.4400","74.1350","72.6050","","0.46%"
"03/06/2023","73.3200","74.1800","74.4350","72.6050","","-0.11%"
"03/03/2023","73.4000","75.0950","75.3850","73.2050","","-2.09%"
"03/02/2023","74.9700","69.6850","75.6750","69.6750","","7.79%"
"03/01/2023","69.5500","69.6850","71.1900","69.4750","","0.00%"
"02/28/2023","69.5500","69.2650","69.8500","68.9100","","0.59%"
"02/27/2023","69.1400","69.3450","69.4800","68.6700","","-0.10%"
"02/24/2023","69.2100","70.0600","70.1300","68.7500","","-1.07%"
"02/23/2023","69.9600","69.7500","70.0750","68.9600","","0.46%"
"02/22/2023","69.6400","70.0550","70.1050","69.1750","","-0.39%"
"02/21/2023","69.9100","69.7850","70.4500","69.3650","","0.29%"
"02/20/2023","69.7100","70.0800","70.1400","69.2750","","-0.27%"
"02/17/2023","69.9000","70.8950","71.0250","69.4550","","-1.15%"
"02/16/2023","70.7100","70.9450","71.1800","69.9200","","-0.17%"
"02/15/2023","70.8300","71.2950","71.3200","70.0150","","-0.46%"
"02/14/2023","71.1600","71.8800","71.9100","70.4850","","-0.75%"
"02/13/2023","71.7000","71.8700","72.0200","71.1500","","-0.07%"
"02/10/2023","71.7500","71.8700","72.3500","71.0150","","0.01%"
"02/09/2023","71.7400","73.1550","73.1700","71.7950","","-1.77%"
"02/08/2023","73.0300","73.6700","73.6750","72.3600","","-0.68%"
"02/07/2023","73.5300","73.3450","73.7000","73.1600","","0.40%"
"02/06/2023","73.2400","73.3150","73.6800","72.0800","","0.14%"
"02/03/2023","73.1400","72.2050","73.4150","72.0050","","1.47%"
"02/02/2023","72.0800","71.2000","72.2300","71.1950","","1.51%"
"02/01/2023","71.0100","71.4100","71.6350","70.6800","","-0.36%"
"01/31/2023","71.2700","70.0750","72.0550","70.0650","","1.89%"
"01/30/2023","69.9500","66.7350","70.0850","66.7350","","5.03%"
"01/27/2023","66.6000","66.7300","66.7550","61.7450","","7.98%"
"01/26/2023","61.6800","61.7350","61.7550","61.5600","","0.02%"
"01/25/2023","61.6700","61.6600","61.7600","61.4600","7.89K","0.24%"
"01/24/2023","61.5200","61.6200","61.6750","61.2900","5.25K","0.11%"
"01/23/2023","61.4500","61.2000","61.6300","61.0300","7.41K","0.52%"
"01/20/2023","61.1300","61.2150","61.2850","61.1000","3.84K","-0.10%"
"01/19/2023","61.1900","61.1450","61.2400","60.9150","3.52K","0.31%"
"01/18/2023","61.0000","61.1000","61.1650","60.8900","4.61K","0.07%"
"01/17/2023","60.9600","60.9400","61.1250","60.8400","5.80K","0.10%"
"01/16/2023","60.9000","60.8750","60.9500","60.8100","5.88K","0.07%"
"01/13/2023","60.8600","60.8750","60.9500","60.7000","4.46K","0.13%"
"01/12/2023","60.7800","60.8500","60.9000","60.6650","6.13K","0.10%"
"01/11/2023","60.7200","60.8700","60.8900","60.6700","6.16K","0.03%"
"01/10/2023","60.7000","60.7750","60.8900","60.5650","7.27K","0.20%"
"01/09/2023","60.5800","60.7200","60.7900","60.5050","3.46K","0.12%"
"01/06/2023","60.5100","60.6950","60.7300","60.3900","8.37K","0.10%"
"01/05/2023","60.4500","60.3550","60.7100","60.2700","8.33K","0.45%"
"01/04/2023","60.1800","60.3750","60.4600","60.2800","6.60K","-0.08%"
"01/03/2023","60.2300","60.3100","60.4250","60.2350","4.50K","0.02%"
"01/02/2023","60.2200","60.2700","60.3300","60.2550","4.87K","-0.02%"
